6026,小池口
6026,孔垄
6026,蔡山
6026,武穴
6026,栗木
6026,蕲春
6026,浠水
6026,黄州
6026,麻城
N538,福州
N538,南平
1626,赣州
1626,兴国
1626,泰和
1626,吉安
1626,新干
1626,向塘
1626,南昌
1626,九江
1626,蕲春
1626,黄州
1626,麻城
1626,潢川
1626,阜南
1626,阜阳
1626,亳州
1626,商丘南
1626,菏泽
1626,郓城
1626,聊城
1626,清河城
1626,衡水
1626,深州
1626,肃宁
1626,任丘
1626,霸州
1626,北京西
K196,南昌
K196,德安
K196,庐山
K196,九江
K196,黄梅
K196,太湖
K196,天柱山
K196,安庆西
K196,合肥西
K196,合肥
K230\K231,厦门
K230\K231,漳平
K230\K231,龙岩
K230\K231,永定
K230\K231,梅州
K230\K231,龙川
K230\K231,惠州
K230\K231,东莞东
K230\K231,广州东
K230\K231,佛山
K230\K231,肇庆
K230\K231,阳春
K230\K231,茂名东
K230\K231,茂名
K230\K231,玉林
K230\K231,贵港
K230\K231,黎塘
K230\K231,南宁
K230\K231,百色
K230\K231,兴义
K230\K231,威舍
K230\K231,罗平
K230\K231,石林
K230\K231,昆明
K572,龙岩
K572,冠豸山
K572,长汀
K572,瑞金
K572,于都
K572,赣州
K572,吉安
K572,南昌
K572,九江
K572,潢川
K572,阜阳
K572,亳州
K572,菏泽
K572,聊城
K572,衡水
K572,北京西
1454,南昌
1454,永修
1454,德安
1454,九江
1454,武穴
1454,蕲春
1454,黄州
1454,麻城
1454,新县
1454,潢川
1454,淮滨
1454,阜阳
1454,亳州
1454,商丘南
1454,菏泽
1454,郓城
1454,聊城
1454,临清
1454,清河城
1454,枣强
1454,衡水
1454,肃宁
1454,霸州
1454,北京西
5218\5219,泉州
5218\5219,南安
5218\5219,安溪
5218\5219,湖头
5218\5219,感德
5218\5219,福德
5218\5219,大深
5218\5219,漳平
5218\5219,苏坂
5218\5219,坂尾
5218\5219,雁石
5218\5219,龙岩
5218\5219,上杭
5218\5219,冠豸山
5218\5219,长汀
5218\5219,瑞金
5218\5219,西江
5218\5219,于都
5218\5219,赣州
N535,三明
N535,永安
N535,漳平
N535,漳州东
N535,厦门
N536,厦门
N536,漳州东
N536,漳平
N536,永安
N536,三明
N550,福州
N550,南平南
N550,建瓯
N550,建阳
N550,武夷山
T8,成都
T8,绵阳
T8,广元
T8,秦岭
T8,宝鸡
T8,西安
T8,洛阳
T8,石家庄
T8,保定
T8,北京西
1320\1321,重庆
1320\1321,綦江
1320\1321,赶水
1320\1321,桐梓
1320\1321,遵义
1320\1321,贵阳
1320\1321,贵定
1320\1321,都匀
1320\1321,独山
1320\1321,麻尾
1320\1321,金城江
1320\1321,宜州
1320\1321,柳州
1320\1321,来宾
1320\1321,黎塘
1320\1321,贵港
1320\1321,玉林
1320\1321,河唇
1320\1321,茂名东
1320\1321,阳春
1320\1321,新兴县
1320\1321,肇庆
1320\1321,三水
1320\1321,佛山
1320\1321,广州
N546\N547,厦门
N546\N547,漳州东
N546\N547,漳平
N546\N547,永安
N546\N547,三明
N546\N547,沙县
N546\N547,来舟
N546\N547,南平
N546\N547,建瓯
N546\N547,建阳
N546\N547,武夷山
N545\N548,武夷山
N545\N548,建阳
N545\N548,建瓯
N545\N548,南平
N545\N548,来舟
N545\N548,三明
N545\N548,永安
N545\N548,漳平
N545\N548,漳州东
N545\N548,厦门
K346\K347,成都
K346\K347,绵阳
K346\K347,江油
K346\K347,广元
K346\K347,阳平关
K346\K347,略阳
K346\K347,秦岭
K346\K347,宝鸡
K346\K347,天水
K346\K347,甘谷
K346\K347,武山
K346\K347,陇西
K346\K347,定西
K346\K347,兰州
T10,重庆
T10,广安
T10,达州
T10,万源
T10,安康
T10,十堰
T10,襄樊
T10,郑州
T10,安阳
T10,邯郸
T10,石家庄
T10,北京西
N523,南昌
N523,向塘
N523,吉安
N523,兴国
N523,赣州
N524,赣州
N524,兴国
N524,泰和
N524,吉安
N524,向塘
N524,南昌
T22\T23,成都
T22\T23,广元
T22\T23,宝鸡
T22\T23,兰州
T22\T23,西宁
T22\T23,格尔木
T22\T23,那曲
T22\T23,拉萨
1364,成都
1364,德阳
1364,绵阳
1364,江油
1364,广元
1364,略阳
1364,凤州
1364,宝鸡
1364,蔡家坡
1364,西安
1364,华山
1364,灵宝
1364,三门峡西
1364,三门峡
1364,义马
1364,洛阳
1364,巩义
1364,郑州
1364,新乡
1364,安阳
1364,邯郸
1364,邢台
1364,石家庄
1364,定州
1364,保定
1364,北京西
T885\T888,成都
T885\T888,遂宁
T885\T888,重庆北
T886\T887,重庆北
T886\T887,遂宁
T886\T887,成都
T889\T892,成都
T889\T892,遂宁
T889\T892,合川
T889\T892,重庆北
7395,营山
7395,蓬安
7395,擦耳
7395,南充东
7395,南充
T890\T891,重庆北
T890\T891,合川
T890\T891,潼南
T890\T891,成都
1390,重庆
1390,沙坪坝
1390,广安
1390,渠县
1390,达州
1390,宣汉
1390,万源
1390,安康
1390,十堰
1390,六里坪
1390,武当山
1390,谷城
1390,襄樊
1390,邓州
1390,南阳
1390,南召
1390,宝丰
1390,汝州
1390,关林
1390,偃师
1390,巩义
1390,郑州
1390,新乡
1390,安阳
1390,邯郸
1390,沙河市
1390,邢台
1390,石家庄
1390,定州
1390,保定
1390,北京西
7397,营山
7397,蓬安
7397,擦耳
7397,南充东
7397,南充
T222\T223,重庆
T222\T223,广安
T222\T223,达州
T222\T223,西安
T222\T223,宝鸡
T222\T223,兰州
T222\T223,西宁
T222\T223,格尔木
T222\T223,那曲
T222\T223,拉萨
7396,南充
7396,南充东
7396,擦耳
7396,蓬安
7396,营山
7398,南充
7398,南充东
7398,擦耳
7398,蓬安
7398,营山
T245\T248,成都
T245\T248,遂宁
T245\T248,南充
T245\T248,达州
T245\T248,万源
T245\T248,安康
T245\T248,十堰
T245\T248,襄樊
T245\T248,随州
T245\T248,武昌
N510\N511,龙岩
N510\N511,漳平
N510\N511,漳州东
N510\N511,厦门
N509\N512,厦门
N509\N512,漳州东
N509\N512,漳平
N509\N512,龙岩
7215,吉安
7215,吉安南
7215,泰和
7215,冠朝
7215,沙村
7215,高兴镇
7215,兴国
7215,龙口
7215,南塘镇
7215,赣县
7215,赣州东
7215,赣州
7215,南康
7215,信丰
7215,龙南
7215,定南
7216,定南
7216,龙南
7216,信丰
7216,南康
7216,赣州
7216,赣州东
7216,赣县
7216,南塘镇
7216,龙口
7216,兴国
7216,高兴镇
7216,沙村
7216,冠朝
7216,泰和
7216,吉安南
7216,吉安
N540\N541,福州
N540\N541,闽清
N540\N541,南平
N540\N541,来舟
N540\N541,沙县
N540\N541,三明
N540\N541,永安
N540\N541,漳平
N540\N541,龙岩
K6,成都
K6,德阳
K6,绵阳
K6,江油
K6,广元
K6,阳平关
K6,略阳
K6,凤州
K6,秦岭
K6,宝鸡
K6,咸阳
K6,西安
1486,成都
1486,德阳
1486,绵阳
1486,江油
1486,广元
1486,阳平关
1486,略阳
1486,凤州
1486,秦岭
1486,宝鸡
1486,蔡家坡
1486,咸阳
1486,西安
1486,华山
1486,永济
1486,运城
1486,侯马
1486,临汾
1486,介休
1486,平遥
1486,榆次
1486,太原
7209,九江
7209,庐山
7209,马回岭
7209,德安
7209,共青城
7209,军山
7209,杨家岭
7209,永修
7209,新祺周
7209,乐化
7209,南昌
7401\7404,成都
7401\7404,天回镇
7401\7404,新都
7401\7404,青白江
7401\7404,广汉
7401\7404,新兴场
7401\7404,德阳
7401\7404,黄许镇
7401\7404,罗江
7401\7404,谭家坝
7401\7404,皂角铺
7401\7404,绵阳
7401\7404,石马坝
7401\7404,龙凤场
7401\7404,彰明
7401\7404,三合场
7401\7404,江油
7401\7404,老坪坝
7401\7404,双河口
7401\7404,小溪坝
7401\7404,厚坝
7401\7404,二郎庙
7401\7404,马角坝
7401\7404,斑竹园
7401\7404,罗妙真
7401\7404,竹园坝
7401\7404,东坝
7401\7404,上寺
7401\7404,沙溪坝
7401\7404,白田坝
7401\7404,昭化
7401\7404,走马岭
7401\7404,广元南
7401\7404,广元东
7401\7404,安家湾
7401\7404,元坝
7401\7404,白水
7401\7404,尚武
7401\7404,嘉川
7401\7404,旺苍
7401\7404,黄洋
7401\7404,普济
5612,西昌
5612,漫水湾
5612,喜德
5612,普雄
5612,越西
5612,甘洛
5612,成都南
5612,成都
7210,南昌
7210,乐化
7210,新祺周
7210,永修
7210,杨家岭
7210,军山
7210,共青城
7210,德安
7210,马回岭
7210,庐山
7210,九江
N539\N542,龙岩
N539\N542,漳平
N539\N542,永安
N539\N542,三明
N539\N542,沙县
N539\N542,来舟
N539\N542,南平
N539\N542,闽清
N539\N542,福州
7205,南昌
7205,向塘
7205,三江镇
7205,大岗
7205,抚州北
7205,临川
7205,崇仁
7205,江边村
7206,江边村
7206,崇仁
7206,临川
7206,抚州北
7206,大岗
7206,三江镇
7206,向塘
7206,南昌
5601\5604,昭通
5601\5604,彝良
5601\5604,大关
5601\5604,盐津
5601\5604,水富
5601\5604,宜宾
5601\5604,自贡
5601\5604,内江
5601\5604,隆昌
5601\5604,荣昌
5601\5604,永川
5601\5604,朱杨溪
5601\5604,江津
5601\5604,重庆
5605,成都
5605,简阳
5605,资阳
5605,资中
5605,内江
5605,自贡
5605,宜宾
7402\7403,普济
7402\7403,黄洋
7402\7403,旺苍
7402\7403,嘉川
7402\7403,尚武
7402\7403,白水
7402\7403,元坝
7402\7403,安家湾
7402\7403,广元东
7402\7403,广元南
7402\7403,走马岭
7402\7403,昭化
7402\7403,白田坝
7402\7403,沙溪坝
7402\7403,上寺
7402\7403,东坝
7402\7403,竹园坝
7402\7403,罗妙真
7402\7403,斑竹园
7402\7403,马角坝
7402\7403,二郎庙
7402\7403,厚坝
7402\7403,小溪坝
7402\7403,双河口
7402\7403,老坪坝
7402\7403,江油
7402\7403,三合场
7402\7403,彰明
7402\7403,龙凤场
7402\7403,石马坝
7402\7403,绵阳
7402\7403,皂角铺
7402\7403,谭家坝
7402\7403,罗江
7402\7403,黄许镇
7402\7403,德阳
7402\7403,新兴场
7402\7403,广汉
7402\7403,青白江
7402\7403,新都
7402\7403,天回镇
7402\7403,成都
5606,宜宾
5606,自贡
5606,内江
5606,资中
5606,资阳
5606,简阳
5606,成都
7405,宜宾
7405,南岸坝
7405,福溪
7405,汉王山
7405,赛金桥
7405,金沙湾
7405,巡场
7406,巡场
7406,金沙湾
7406,赛金桥
7406,汉王山
7406,福溪
7406,南岸坝
7406,宜宾
K113,成都
K113,眉山
K113,峨眉
K113,燕岗
K113,汉源
K113,甘洛
K113,普雄
K113,西昌
K113,西昌南
K113,攀枝花
K113,元谋
K113,广通
K113,昆明
5614,贵阳
5614,息烽
5614,遵义
5614,桐梓
5614,赶水
5614,綦江
5614,重庆
7407B,宜宾
7407B,南岸坝
7407B,福溪
7407B,汉王山
7407B,赛金桥
7407B,金沙湾
7407B,巡场
1828\1829,内江
1828\1829,自贡
1828\1829,宜宾
1828\1829,水富
1828\1829,盐津
1828\1829,大关
1828\1829,彝良
1828\1829,昭通
1828\1829,草海
1828\1829,六盘水
1828\1829,六枝
1828\1829,安顺
1828\1829,贵阳
1828\1829,贵定
1828\1829,都匀
1828\1829,独山
1828\1829,麻尾
1828\1829,金城江
1828\1829,宜州
1828\1829,柳州
1828\1829,来宾
1828\1829,贵港
1828\1829,玉林
1828\1829,陆川
1828\1829,茂名东
1828\1829,阳春
1828\1829,肇庆
1828\1829,佛山
1828\1829,广州
5615,桐梓
5615,遵义
5615,息烽
5615,贵阳
K118,攀枝花
K118,米易
K118,西昌南
K118,西昌
K118,普雄
K118,甘洛
K118,汉源
K118,峨眉
K118,眉山
K118,成都
K118,德阳
K118,绵阳
K118,江油
K118,广元
K118,略阳
K118,凤州
K118,秦岭
K118,宝鸡
K118,西安
K118,三门峡
K118,渑池
K118,洛阳
K118,巩义
K118,郑州
K118,新乡
K118,安阳
K118,邯郸
K118,邢台
K118,石家庄
K118,保定
K118,北京西
7408,巡场
7408,金沙湾
7408,赛金桥
7408,汉王山
7408,福溪
7408,南岸坝
7408,宜宾
5616,贵阳
5616,息烽
5616,遵义
5616,桐梓
K139\K141,成都
K139\K141,简阳
K139\K141,资阳
K139\K141,内江
K139\K141,隆昌
K139\K141,永川
K139\K141,江津
K139\K141,重庆
K139\K141,綦江
K139\K141,桐梓
K139\K141,遵义
K139\K141,贵阳
K139\K141,贵定
K139\K141,都匀
K139\K141,麻尾
K139\K141,南丹
K139\K141,金城江
K139\K141,宜州
K139\K141,柳州
K139\K141,来宾
K139\K141,黎塘
K139\K141,南宁
T898\T899,重庆北
T898\T899,成都
5619,重庆北
5619,长寿
5619,涪陵
5619,武隆
5619,彭水
5619,黔江
5619,酉阳
5619,秀山
K452\K453,成都
K452\K453,德阳
K452\K453,绵阳
K452\K453,江油
K452\K453,广元
K452\K453,阳平关
K452\K453,略阳
K452\K453,凤州
K452\K453,秦岭
K452\K453,宝鸡
K452\K453,安口窑
K452\K453,平凉
K452\K453,固原
K452\K453,同心
K452\K453,中卫
K452\K453,武威南
K452\K453,金昌
K452\K453,张掖
K452\K453,清水
K452\K453,酒泉
K452\K453,嘉峪关
K452\K453,柳园
K452\K453,哈密
K452\K453,鄯善
K452\K453,吐鲁番
K452\K453,乌鲁木齐
5620,秀山
5620,酉阳
5620,黔江
5620,彭水
5620,武隆
5620,涪陵
5620,长寿
5620,重庆北
K145,成都
K145,峨眉
K145,汉源
K145,普雄
K145,喜德
K145,西昌
K145,德昌
K145,米易
K145,攀枝花
K145,元谋
K145,黑井
K145,广通
K145,昆明
5621,江油
5621,绵阳
5621,德阳
5621,广汉
5621,成都南
5621,彭山
5621,眉山
5621,乐山
5621,峨眉
5621,燕岗
5621,峨边
5621,汉源
5621,普雄
5621,冕宁
5621,西昌
5621,西昌南
5621,德昌
5621,永郎
5621,米易
5621,桐子林
5621,攀枝花
K159,重庆
K159,綦江
K159,桐梓
K159,遵义
K159,贵阳
K159,安顺
K159,六枝
K159,六盘水
K159,宣威
K159,曲靖
K159,昆明
N751,成都
N751,简阳
N751,资阳
N751,资中
N751,内江
N751,隆昌
N751,永川
N751,朱杨溪
N751,江津
N751,綦江
N751,赶水
N751,桐梓
N751,遵义
N751,贵阳
5622,攀枝花
5622,桐子林
5622,米易
5622,永郎
5622,德昌
5622,西昌南
5622,西昌
5622,冕宁
5622,普雄
5622,汉源
5622,峨边
5622,燕岗
5622,峨眉
5622,乐山
5622,眉山
5622,彭山
5622,成都南
5622,广汉
5622,德阳
5622,绵阳
5622,江油
2003,成都
2003,简阳
2003,资阳
2003,内江
2003,自贡
2003,宜宾
2003,水富
2003,盐津
2003,昭通
2003,六盘水
2003,宣威
2003,曲靖
2003,昆明
N752,贵阳
N752,遵义
N752,桐梓
N752,赶水
N752,綦江
N752,江津
N752,朱杨溪
N752,永川
N752,隆昌
N752,内江
N752,资中
N752,资阳
N752,简阳
N752,成都
7410,秀山
7410,龙池
7410,小浩
7410,酉阳
7410,麻旺
7410,泔溪
7410,长潭沟
7410,鱼泉
7410,甘家坝
7410,冯家坝
7410,黔江
7410,核桃园
7410,石子坝
7410,干溪沟
7410,郁山
7410,保家楼
7410,彭水
7410,高谷
7410,黄草场
7410,中嘴
7410,武隆
7410,土坎
7410,白马
7410,白沙沱
7410,白涛
7410,磨溪
7410,涪陵
7410,涪陵西
7410,蔺市
7410,石沱
7410,王家坝
7410,长寿
7410,太洪
7410,庙坝
7410,鱼嘴
7410,唐家沱
7410,重庆北
2079,贵阳
2079,安顺
2079,六枝
2079,六盘水
2079,宣威
2079,曲靖
2079,昆明
2120,成都
2120,德阳
2120,绵阳
2120,江油
2120,广元
2120,阳平关
2120,略阳
2120,秦岭
2120,宝鸡
2120,蔡家坡
2120,杨陵镇
2120,咸阳
2120,西安
5624,重庆北
5624,北碚
5624,华蓥
5624,广安
5624,渠县
5624,三汇镇
5624,达州
2236\2237,贵阳
2236\2237,龙里
2236\2237,贵定
2236\2237,都匀
2236\2237,独山
2236\2237,麻尾
2236\2237,南丹
2236\2237,金城江
2236\2237,宜州
2236\2237,柳州
2236\2237,来宾
2236\2237,黎塘
2236\2237,贵港
2236\2237,玉林
2236\2237,陆川
2236\2237,河唇
2236\2237,遂溪
2236\2237,湛江
N753\N756,攀枝花
N753\N756,米易
N753\N756,永郎
N753\N756,德昌
N753\N756,西昌南
N753\N756,西昌
N753\N756,漫水湾
N753\N756,普雄
N753\N756,汉源
N753\N756,峨眉
N753\N756,乐山
N753\N756,眉山
N753\N756,彭山
N753\N756,成都南
N753\N756,成都
N753\N756,遂宁
N753\N756,潼南
N753\N756,合川
N753\N756,重庆北
5628\5629,成都
5628\5629,遂宁
5628\5629,南充
5628\5629,蓬安
5628\5629,营山
5628\5629,土溪
5628\5629,达州
5628\5629,开江
5628\5629,梁平
5628\5629,分水寺
5628\5629,万州
2301\2304,重庆
2301\2304,綦江
2301\2304,赶水
2301\2304,桐梓
2301\2304,遵义
2301\2304,贵阳
2301\2304,贵定
2301\2304,都匀
2301\2304,独山
2301\2304,麻尾
2301\2304,南丹
2301\2304,金城江
2301\2304,宜州
2301\2304,柳州
2301\2304,来宾
2301\2304,黎塘
2301\2304,贵港
2301\2304,玉林
2301\2304,陆川
2301\2304,河唇
2301\2304,遂溪
2301\2304,湛江
N754\N755,重庆北
N754\N755,合川
N754\N755,潼南
N754\N755,遂宁
N754\N755,成都
N754\N755,成都南
N754\N755,彭山
N754\N755,眉山
N754\N755,乐山
N754\N755,峨眉
N754\N755,汉源
N754\N755,普雄
N754\N755,漫水湾
N754\N755,西昌
N754\N755,西昌南
N754\N755,德昌
N754\N755,永郎
N754\N755,米易
N754\N755,攀枝花
5627\5630,万州
5627\5630,分水寺
5627\5630,梁平
5627\5630,开江
5627\5630,达州
5627\5630,土溪
5627\5630,营山
5627\5630,蓬安
5627\5630,南充
5627\5630,遂宁
5627\5630,仓山镇
5627\5630,金堂
5627\5630,成都
2333\2336,贵阳
2333\2336,遵义
2333\2336,桐梓
2333\2336,綦江
2333\2336,重庆
2333\2336,沙坪坝
2333\2336,北碚
2333\2336,广安
2333\2336,渠县
2333\2336,达州
2333\2336,宣汉
2333\2336,万源
2333\2336,紫阳
2333\2336,安康
2333\2336,旬阳北
2333\2336,镇安
2333\2336,西安
5632,南充
5632,蓬安
5632,营山
5632,土溪
5632,达州
5633,达州
5633,土溪
5633,营山
5633,蓬安
5633,南充
5633,遂宁
5633,金堂
5633,成都
2639,成都
2639,简阳
2639,资阳
2639,资中
2639,内江
2639,自贡
2639,宜宾
2639,水富
2639,大关
2639,彝良
2639,昭通
2639,草海
2639,六盘水
2639,发耳
2639,松河
2639,柏果
2639,红果
2639,沾益
2639,曲靖
2639,昆明
5634,成都
5634,金堂
5634,遂宁
5634,南充
2641,重庆北
2641,长寿
2641,涪陵
2641,武隆
2641,彭水
2641,黔江
2641,酉阳
2641,秀山
2641,铜仁
2641,怀化
5637,南充
5637,蓬溪
5637,遂宁
5637,大英
5637,仓山镇
5637,金堂
5637,成都
2646,贵阳
2646,龙里
2646,贵定
2646,福泉
2646,凯里
2646,施秉
2646,镇远
2646,玉屏
2646,新晃
2646,怀化
2646,麻阳
2646,吉首
2646,张家界
N757,广元
N757,昭化
N757,沙溪坝
N757,竹园坝
N757,马角坝
N757,江油
N757,绵阳
N757,罗江
N757,德阳
N757,广汉
N757,成都
N757,简阳
N757,资阳
N757,内江
N757,永川
N757,朱杨溪
N757,江津
N757,铜罐驿
N757,重庆南
N757,重庆
2647,西昌
2647,西昌南
2647,德昌
2647,永郎
2647,米易
2647,桐子林
2647,攀枝花
2647,元谋
2647,广通
2647,昆明
7412,重庆
7412,重庆南
7412,大渡口
7412,茄子溪
7412,伏牛溪
7412,小南海
7412,石场
7412,铜罐驿
7412,黄
7412,江津
7412,古家沱
7412,油溪
7412,金刚沱
7412,白沙
7412,平等
7412,朱杨溪
7412,茨坝
7412,柏林
7412,临江场
7412,栏杆滩
7412,永川
7412,双石桥
7412,长河碥
7412,大足
7412,峰高铺
7412,荣昌
7412,广顺场
7412,安富镇
7412,李市镇
7412,石燕桥
7412,隆昌
7412,迎祥街
7412,双凤驿
7412,木镇
7412,内江
5638,成都
5638,金堂
5638,仓山镇
5638,大英
5638,遂宁
5638,蓬溪
5638,南充
5641\5644,万州
5641\5644,梁平
5641\5644,开江
5641\5644,麻柳镇
5641\5644,达州
5641\5644,土溪
5641\5644,八庙
5641\5644,小桥
5641\5644,营山
5641\5644,蓬安
5641\5644,南充
5641\5644,遂宁
5641\5644,大英
5641\5644,仓山镇
5641\5644,金堂
5641\5644,成都
N759,南充
N759,遂宁
N759,成都
5642\5643,成都
5642\5643,金堂
5642\5643,仓山镇
5642\5643,大英
5642\5643,遂宁
5642\5643,南充
5642\5643,蓬安
5642\5643,营山
5642\5643,小桥
5642\5643,八庙
5642\5643,土溪
5642\5643,达州
5642\5643,麻柳镇
5642\5643,开江
5642\5643,梁平
5642\5643,万州
N760,成都
N760,金堂
N760,遂宁
N760,南充
7411,内江
7411,木镇
7411,双凤驿
7411,迎祥街
7411,隆昌
7411,石燕桥
7411,李市镇
7411,安富镇
7411,广顺场
7411,荣昌
7411,峰高铺
7411,大足
7411,长河碥
7411,双石桥
7411,永川
7411,栏杆滩
7411,临江场
7411,柏林
7411,茨坝
7411,朱杨溪
7411,平等
7411,白沙
7411,金刚沱
7411,油溪
7411,古家沱
7411,江津
7411,黄
7411,铜罐驿
7411,石场
7411,小南海
7411,伏牛溪
7411,茄子溪
7411,大渡口
7411,重庆南
7411,重庆
5647,南充
5647,蓬溪
5647,遂宁
5647,大英
5647,仓山镇
5647,金堂
5647,成都
N763\N766,贵阳
N763\N766,安顺
N763\N766,六枝
N763\N766,六盘水
N763\N766,草海
N763\N766,昭通
N763\N766,彝良
N763\N766,大关
N763\N766,盐津
N763\N766,水富
N763\N766,宜宾
N763\N766,自贡
N763\N766,内江
N763\N766,资中
N763\N766,资阳
N763\N766,简阳
N763\N766,成都
7415,成都
7415,龙潭寺
7415,石板滩
7415,洪安乡
7415,陈家湾
7415,红花塘
7415,五凤溪
7415,灵仙庙
7415,养马河
7415,石桥镇
7415,简阳
7415,庙子沟
7415,临江寺
7415,墨池坝
7415,资阳
7415,侯家坪
7415,长沙埂
7415,顺河场
7415,登瀛崖
7415,归德乡
7415,陶家沟
7415,资中
5648,成都
5648,金堂
5648,仓山镇
5648,大英
5648,遂宁
5648,蓬溪
5648,南充
7416,资中
7416,陶家沟
7416,归德乡
7416,登瀛崖
7416,顺河场
7416,长沙埂
7416,侯家坪
7416,资阳
7416,墨池坝
7416,临江寺
7416,庙子沟
7416,简阳
7416,石桥镇
7416,养马河
7416,灵仙庙
7416,五凤溪
7416,红花塘
7416,陈家湾
7416,洪安乡
7416,石板滩
7416,龙潭寺
7416,成都
N767,达州
N767,三汇镇
N767,营山
N767,蓬安
N767,南充
N767,蓬溪
N767,遂宁
N767,仓山镇
N767,金堂
N767,成都
N768,成都
N768,金堂
N768,仓山镇
N768,遂宁
N768,蓬溪
N768,南充
N768,蓬安
N768,营山
N768,三汇镇
N768,达州
7418,六盘水
7418,马嘎
7418,葡萄菁
7418,梅花山
7418,凉水井
7418,清水沟
7418,草海
7418,朱嘎
7418,老锅厂
7418,仙水
7418,昭通南
7418,昭通
7417,昭通
7417,昭通南
7417,仙水
7417,老锅厂
7417,朱嘎
7417,草海
7417,清水沟
7417,凉水井
7417,梅花山
7417,葡萄菁
7417,马嘎
7417,六盘水
7419,成都南
7419,双流
7419,公兴
7419,新津
7419,青龙场
7419,彭山
7419,太和
7419,眉山
7419,滩
7419,思
7419,吴场
7419,马村
7419,乐山
7419,双福
7419,峨眉
7419,燕岗
7419,九里
7419,沙湾
7419,轸溪
7419,刘沟
7419,代湾
7419,杨漩
7419,共和
7419,峨边
7419,柏村
7419,金口河
7419,关村坝
7419,长河坝
7419,汉源
7419,尼日
7419,苏雄
7419,凉红
7419,埃岱
7419,甘洛
7419,南尔岗
7419,阿寨
7419,白果
7419,白石岩
7419,越西
7419,铁西
7419,下普雄
7419,拉白
7419,普雄
7420,普雄
7420,拉白
7420,下普雄
7420,铁西
7420,越西
7420,白石岩
7420,白果
7420,阿寨
7420,南尔岗
7420,甘洛
7420,埃岱
7420,凉红
7420,苏雄
7420,尼日
7420,汉源
7420,长河坝
7420,关村坝
7420,金口河
7420,柏村
7420,峨边
7420,共和
7420,杨漩
7420,代湾
7420,刘沟
7420,轸溪
7420,沙湾
7420,九里
7420,燕岗
7420,峨眉
7420,双福
7420,乐山
7420,马村
7420,吴场
7420,思
7420,滩
7420,眉山
7420,太和
7420,彭山
7420,青龙场
7420,新津
7420,公兴
7420,双流
7420,成都南
N773,玉屏
N773,羊坪
N773,镇远
N773,施秉
N773,黄平
N773,凯里
N773,福泉
N773,贵定
N773,龙里
N773,贵阳
N775,贵阳
N775,安顺
N775,六枝
N775,六盘水
N776,六盘水
N776,六枝
N776,安顺
N776,贵阳
N777,江油
N777,绵阳
N777,罗江
N777,德阳
N777,广汉
N777,成都
N778,成都
N778,广汉
N778,德阳
N778,罗江
N778,绵阳
N778,江油
7421,攀枝花
7421,三堆子
7421,倮果
7421,密地
7421,渡口
7421,弄弄坪
7421,巴关河
7421,格里坪
1098,成都
1098,德阳
1098,绵阳
1098,江油
1098,马角坝
1098,广元
1098,略阳
1098,秦岭
1098,宝鸡
1098,蔡家坡
1098,咸阳
1098,西安
1098,渭南
1098,华山
1098,灵宝
1098,三门峡西
1098,三门峡
1098,渑池
1098,新安县
1098,洛阳
1098,偃师
1098,巩义
